NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCircElec
5,RICHEFORT,Alexandre,M.,LR,Les Républicains,7402
6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),7402
7,LANGLADE-NOUCHY,Jérémy,M.,REG,Régionaliste,7402
8,TATU,Guillaume,M.,UG,Union de la gauche,7402
1,VALENTIN,Antoine,M.,UXD,Union de l'extrême droite,7403
2,BOUVIER,Véronique,Mme,REG,Régionaliste,7403
3,VEZ,Gérard,M.,UG,Union de la gauche,7403
4,LEGOUHY,Jocelyne,Mme,EXG,Extrême gauche,7403
5,PETEX,Christelle,Mme,DVD,Divers droite,7403
1,ROCHE,Cécile,Mme,EXG,Extrême gauche,7404
2,LEMMO GAUD,Barbara,Mme,REG,Régionaliste,7404
3,LACHENAL,Dominique,Mme,UG,Union de la gauche,7404
4,LUHO,Magalie,Mme,RN,Rassemblement National,7404
5,GIANESELLO,Alexandre,M.,DVC,Divers centre,7404
6,LORENZO,Jean-Marc,M.,DIV,Divers,7404
7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,7404
1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),7405
2,BALLY,Michelle,Mme,EXG,Extrême gauche,7405
3,TAÏEB,Quentin,M.,UXD,Union de l'extrême droite,7405
4,BAUD,Jean-Baptiste,M.,UG,Union de la gauche,7405
5,MAGNIN,Daniel,M.,REG,Régionaliste,7405
6,BAL,Nicolas,M.,REG,Régionaliste,7405
7,BEURRIER,Chrystelle,Mme,DVD,Divers droite,7405
8,POIDEVIN,Sacha,M.,REC,Reconquête !,7405
1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),7406
2,DEMEURE,Alexandre,M.,EXG,Extrême gauche,7406
3,ROUBIAN,Alain,M.,UG,Union de la gauche,7406
4,DU PELOUX,Cyrille,M.,LR,Les Républicains,7406
5,PRATS,Charles,M.,UXD,Union de l'extrême droite,7406
1,KEMPF,Raphaël,M.,UG,Union de la gauche,7501
2,GAUTREAU,Aurélien,M.,EXG,Extrême gauche,7501
3,PINEAU,Alban Ludovic Bertrand,M.,DVC,Divers centre,7501
4,CHIABERTO,Marine,Mme,REC,Reconquête !,7501
5,BOULINIER,Laurence,Mme,EXG,Extrême gauche,7501
6,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle),7501
7,CONTENSOU,Mathilde,Mme,REG,Régionaliste,7501
8,SAILLIET,Laurence,Mme,LR,Les Républicains,7501
9,MAURIN,Pierre,M.,DVD,Divers droite,7501
10,VOIRIN,Delphine,Mme,RN,Rassemblement National,7501
11,METZKER,Axel,M.,DIV,Divers,7501
1,JOLIVEAU,Charline,Mme,EXG,Extrême gauche,7502
2,DE WITTE,Melody,Mme,RN,Rassemblement National,7502
3,SACASA,Clara,Mme,EXG,Extrême gauche,7502
4,HERZOG DE COSSÉ BRISSAC,Félicité,Mme,DVD,Divers droite,7502
5,LE GENDRE,Gilles,M.,DVC,Divers centre,7502
6,EVANGELISTA,Ornella,Mme,REC,Reconquête !,7502
7,LAUSSUCQ,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),7502
8,LORANS,Cécile Marie,Mme,ECO,Ecologistes,7502
9,MARSILY,Romain,M.,DVD,Divers droite,7502
10,MAURIANGE,Frédéric,M.,DVC,Divers centre,7502
11,MAGNE,Elise,Mme,DVG,Divers gauche,7502
12,ROSSET,Marine,Mme,UG,Union de la gauche,7502
1,GUERINI,Stanislas,M.,ENS,Ensemble ! (Majorité présidentielle),7503
2,BALAGE EL MARIKY,Léa,Mme,UG,Union de la gauche,7503
3,FERNANDES,Grégory,M.,EXG,Extrême gauche,7503
4,CITROEN,Côme,M.,ECO,Ecologistes,7503
5,PODOLSKAIA,Olga,Mme,RN,Rassemblement National,7503
6,GASARIAN,Irène,Mme,EXG,Extrême gauche,7503
7,SEMAT,Laurent,M.,DVG,Divers gauche,7503
8,HATTE,Paul,M.,LR,Les Républicains,7503
9,BURTAIRE,Laurent,M.,EXG,Extrême gauche,7503
10,LAPORTE,Quentin,M.,DVC,Divers centre,7503
11,ALQUIER,Thierry,M.,DVD,Divers droite,7503
12,BAÏLICHE,Warda,Mme,DVC,Divers centre,7503
13,COURTOIS,Marie,Mme,REC,Reconquête !,7503
1,PANOSYAN-BOUVET,Astrid,Mme,ENS,Ensemble ! (Majorité présidentielle),7504
2,DASSIER,Arnaud,M.,UXD,Union de l'extrême droite,7504
3,FOUDRINIER,Théa,Mme,UG,Union de la gauche,7504
4,BRITEL,Karim,M.,DIV,Divers,7504
5,MAHIEU,Emile,M.,EXG,Extrême gauche,7504
6,LEVENARD,Pierre,M.,EXG,Extrême gauche,7504
7,COURTOIS,Olivier,M.,REC,Reconquête !,7504
8,CARDON,Guillaume,M.,DIV,Divers,7504
9,LAURON,Laetitia,Mme,DVG,Divers gauche,7504
10,BOULARD,Geoffroy,M.,DVD,Divers droite,7504
1,CHAMAYOU,Anne,Mme,DVG,Divers gauche,7505
2,BASSIL,Raymond Victor,M.,DVC,Divers centre,7505
3,BOROWSKI,Arnaud,M.,ECO,Ecologistes,7505
4,BRUNI,Thiaba,Mme,ECO,Ecologistes,7505
5,SERINO,Valentine,Mme,LR,Les Républicains,7505
6,DABAT,Monique,Mme,EXG,Extrême gauche,7505
7,KIKUCHI,Yoneko,Mme,REC,Reconquête !,7505
8,GUIOT,Léonard,M.,EXG,Extrême gauche,7505
9,CHEN,Céline,Mme,RN,Rassemblement National,7505
10,FAUCON,Théo,M.,DVC,Divers centre,7505
11,AMIRSHAHI,Pouria,M.,UG,Union de la gauche,7505
12,PARDO,Rachel-Flore,Mme,ENS,Ensemble ! (Majorité présidentielle),7505
1,CHIKIROU,Sophia,Mme,UG,Union de la gauche,7506
2,MUTTE,Martial,M.,DVG,Divers gauche,7506
3,AMOUNI,Alain Jean,M.,DIV,Divers,7506
4,MARTIN,Jean-Christophe,M.,LR,Les Républicains,7506
5,VERDIER,Hippolyte,M.,ECO,Ecologistes,7506
6,GUNDERMANN,Louis,M.,DVC,Divers centre,7506
7,BRUNET,Veronique,Mme,EXG,Extrême gauche,7506
8,JULLIEN,Amélie,Mme,REC,Reconquête !,7506
9,NICOLAS,Laurence,Mme,EXG,Extrême gauche,7506
10,COULON,Gwënaelle,Mme,ENS,Ensemble ! (Majorité présidentielle),7506
11,LAPLACE,Élise Maryse,Mme,RN,Rassemblement National,7506
12,LECREST,Dima,Mme,DVG,Divers gauche,7506
13,SESSIN CARACCI,Thierry,M.,DVG,Divers gauche,7506
1,BEAUNE,Clément,M.,ENS,Ensemble ! (Majorité présidentielle),7507
2,GRAU,Anne,Mme,DVC,Divers centre,7507
3,LACAZE,Sophie,Mme,ECO,Ecologistes,7507
4,PETIT,Aurélia,Mme,EXG,Extrême gauche,7507
5,MAZUEL,Philippe,M.,DVC,Divers centre,7507
6,REYES,Jason,M.,REC,Reconquête !,7507
7,TACHER,Céline,Mme,RN,Rassemblement National,7507
8,VÉRON,Aurélien,M.,LR,Les Républicains,7507
9,BLANC,Stéphanie,Mme,EXG,Extrême gauche,7507
10,GREGOIRE,Emmanuel,M.,UG,Union de la gauche,7507
1,BRUNETTI,Florent,M.,LR,Les Républicains,7508
2,SELLES,Gwenolé,M.,EXG,Extrême gauche,7508
3,SAS,Eva,Mme,UG,Union de la gauche,7508
4,OUZILOU,David,M.,ENS,Ensemble ! (Majorité présidentielle),7508
5,LAWSON-AGBAN,N'Cho Xavier,M.,DVG,Divers gauche,7508
6,LUTZ,Manuel,M.,REG,Régionaliste,7508
7,TRUNKENWALD,Jannick,M.,REC,Reconquête !,7508
8,BERNON,Anne,Mme,EXG,Extrême gauche,7508
9,VIAL KAYSER,Christine,Mme,DVC,Divers centre,7508
10,GISCARD D'ESTAING,Pierre-Louis,M.,DVC,Divers centre,7508
11,VICENTE,Vanessa,Mme,RN,Rassemblement National,7508
12,ADOUE,Camille,Mme,EXG,Extrême gauche,7508
1,ELY,Marc,M.,EXD,Extrême droite,7509
2,STIBBE,Elisabeth,Mme,DVD,Divers droite,7509
3,ROUSSEAU,Sandrine,Mme,UG,Union de la gauche,7509
4,BOULAIRE,Marie-Josée,Mme,RN,Rassemblement National,7509
5,MALEK-AHMADI,Pegah,Mme,ENS,Ensemble ! (Majorité présidentielle),7509
6,BEDAGUE,Florence Jacqueline Chantal,Mme,EXG,Extrême gauche,7509
7,CHEN,Sophie,Mme,DVD,Divers droite,7509
8,ROZENBERG,Julian,M.,ECO,Ecologistes,7509
9,BOTTOU,Marion,Mme,REC,Reconquête !,7509
10,OLIVIER,Jean-Baptiste,M.,DVD,Divers droite,7509
11,CHAUVEL,Blandine,Mme,EXG,Extrême gauche,7509
12,FARRAN,Jade,Mme,DVC,Divers centre,7509
1,ARENAS,Rodrigo,M.,UG,Union de la gauche,7510
2,BERTHOLON,Roger,M.,REC,Reconquête !,7510
3,OSTYN,Alexia,Mme,DVC,Divers centre,7510
4,VIRY,Patrick,M.,LR,Les Républicains,7510
5,LEBRUN,Camille,Mme,EXG,Extrême gauche,7510
6,NOEL,Marianne,Mme,EXG,Extrême gauche,7510
7,WEHRLING,Yann,M.,ECO,Ecologistes,7510
8,DE VILMORIN,Charlotte,Mme,DIV,Divers,7510
9,PAGEARD,Agnès,Mme,RN,Rassemblement National,7510
10,GOLDSTEIN,Michel,M.,DVC,Divers centre,7510
11,DJIANE,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle),7510
1,CAMP,Marie,Mme,DVC,Divers centre,7511
2,VINCIGUERRA,Laurent,M.,EXG,Extrême gauche,7511
3,ALEXANDRE,Jean-François,M.,LR,Les Républicains,7511
4,HERVIEU,Céline,Mme,UG,Union de la gauche,7511
5,LASNE,Julie,Mme,ECO,Ecologistes,7511
6,LAVIRE,Rose,Mme,EXG,Extrême gauche,7511
7,GATEL,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),7511
8,FISCHER,Lindsay,Mme,RN,Rassemblement National,7511
9,CLEMENTE,Iwan,M.,DIV,Divers,7511
10,TARANNE,Anne-Marie,Mme,REC,Reconquête !,7511
11,VICK,Julien,M.,DVC,Divers centre,7511
1,CUIGNACHE D'APREVAL,Philippe,M.,REC,Reconquête !,7512
2,GREGOIRE,Olivia,Mme,ENS,Ensemble ! (Majorité présidentielle),7512
3,FERRÉOL,Laszlo,M.,DVG,Divers gauche,7512
4,MALAISÉ,Celine,Mme,UG,Union de la gauche,7512
5,MILESCHI,Joachim,M.,EXG,Extrême gauche,7512
6,DE GONTAUT BIRON,Arnaud,M.,DVC,Divers centre,7512
7,LORIAU,Jérôme,M.,LR,Les Républicains,7512
8,MONCHAL,Muriel,Mme,EXG,Extrême gauche,7512
9,ATTIA,David,M.,UXD,Union de l'extrême droite,7512
10,BILLAULT HARLE,Alienor,Mme,ECO,Ecologistes,7512
1,DELINOT,Anne-Laure,Mme,EXD,Extrême droite,7513
2,ROETHLISBERGER,Corinne,Mme,EXG,Extrême gauche,7513
3,CHRZANOWSKI,Victor,M.,REC,Reconquête !,7513
4,SANDO,Francis,M.,DSV,Droite souverainiste,7513
5,POUPON,Annie,Mme,REG,Régionaliste,7513
6,AMIEL,David,M.,ENS,Ensemble ! (Majorité présidentielle),7513
7,OUDIOU,Anne,Mme,EXG,Extrême gauche,7513
8,ROSTAN,Sophie,Mme,RN,Rassemblement National,7513
9,PAINE,Corinne,Mme,DSV,Droite souverainiste,7513
10,NIAKATÉ,Aminata,Mme,UG,Union de la gauche,7513
11,JACQUOT,Frédéric,M.,DVD,Divers droite,7513
12,ALLORANT,Ingrid,Mme,ECO,Ecologistes,7513
1,DRAY,Patrick,M.,LR,Les Républicains,7514
2,HADDAD,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle),7514
3,BOURDY,Marie,Mme,EXG,Extrême gauche,7514
4,ROTA,Hugo,M.,UG,Union de la gauche,7514
5,PIQUET,Louis,M.,UXD,Union de l'extrême droite,7514
6,MOLINARI,Eric,M.,DVC,Divers centre,7514
7,ZAOUATI,Sacha Élie,M.,EXG,Extrême gauche,7514
8,CULERRIER,Thomas,M.,REC,Reconquête !,7514
1,GUERY,Clotilde,Mme,RN,Rassemblement National,7515
2,LEPAGE,Audrey,Mme,DSV,Droite souverainiste,7515
3,AUGROS,Pierre,M.,EXG,Extrême gauche,7515
4,GASSAMA,Mohamad,M.,ENS,Ensemble ! (Majorité présidentielle),7515
5,ARAGON,Philippe,M.,DVC,Divers centre,7515
6,CHARVILLAT,Arnaud,M.,EXG,Extrême gauche,7515
7,GUILLOT,Christian,M.,REC,Reconquête !,7515
8,POURCHET,Aliou,M.,DVC,Divers centre,7515
9,SIMONNET,Danielle,Mme,DVG,Divers gauche,7515
10,CHRÉTIEN MARQUET,Laurent,M.,DIV,Divers,7515
11,VERZELETTI,Céline,Mme,UG,Union de la gauche,7515
12,DIDIER,François-Marie,M.,LR,Les Républicains,7515
1,KHELFA,Hakima,Mme,DIV,Divers,7516
2,VILLENAVE,Hortense,Mme,EXG,Extrême gauche,7516
3,PARIENTE,Elsa,Mme,ENS,Ensemble ! (Majorité présidentielle),7516
4,DE FROMONT DE BOUAILLE,Christèle,Mme,RN,Rassemblement National,7516
5,BLONDEL,Marie-Noëlle,Mme,DVC,Divers centre,7516
6,EL-MARBATI,Nordine,M.,EXG,Extrême gauche,7516
7,LEGRAIN,Sarah,Mme,UG,Union de la gauche,7516
8,TOUBIANA,Marie,Mme,LR,Les Républicains,7516
9,FISCHER,Cecile,Mme,REC,Reconquête !,7516
10,HUGUET,Victor,M.,ECO,Ecologistes,7516
1,FOURNIER,Victor,M.,DVC,Divers centre,7517
2,AKSAS,Abdellah,M.,EXG,Extrême gauche,7517
3,BOUCHOU,Michel,M.,ECO,Ecologistes,7517
4,BÉNIÉ,Kolia,Mme,ENS,Ensemble ! (Majorité présidentielle),7517
5,MICHEL,Angélique,Mme,LR,Les Républicains,7517
6,SAINT-ELLIER,Mathias,M.,DVC,Divers centre,7517
7,OBONO,Danièle,Mme,UG,Union de la gauche,7517
8,DE LA BRÉLIE,Anne,Mme,RN,Rassemblement National,7517
9,RUMEAU,Brigitte,Mme,REC,Reconquête !,7517
10,VALLEE,Marie-Agnès,Mme,DSV,Droite souverainiste,7517
11,ROUSSEAU,Clément,M.,EXG,Extrême gauche,7517
1,TIREFORT,Valérie,Mme,RN,Rassemblement National,7518
2,CARON,Aymeric,M.,UG,Union de la gauche,7518
3,BERROUBA,Yasmin,Mme,DVC,Divers centre,7518
4,COUTARD,Catherine,Mme,DVG,Divers gauche,7518
5,MANIGOLD,Stéphane,M.,DVC,Divers centre,7518
6,LE BOEUF,Audrey,Mme,REG,Régionaliste,7518
7,LONG,Philippine,Mme,DVC,Divers centre,7518
8,BOUBAULT,Annie,Mme,EXG,Extrême gauche,7518
9,THIELE,David,M.,EXG,Extrême gauche,7518
10,GRANIER,Rudolph,M.,LR,Les Républicains,7518
11,PIERRE,Marguerite,Mme,REC,Reconquête !,7518
12,FAILLÈS,Béatrice,Mme,DVC,Divers centre,7518
13,BOURNAZEL,Pierre-Yves,M.,ENS,Ensemble ! (Majorité présidentielle),7518
14,BRAVOZ,Pierre,M.,DVG,Divers gauche,7518
1,CHABERT,Patrick,M.,DVD,Divers droite,7601
2,STACHKOV,Mikhail,M.,DIV,Divers,7601
3,SAVEY,Christian,M.,REC,Reconquête !,7601
4,VACQUER,Richard,M.,DVG,Divers gauche,7601
5,HORCHOLLE,Jody,M.,DVC,Divers centre,7601
6,HEROUIN-LÉAUTEY,Florence,Mme,UG,Union de la gauche,7601
7,HOUDAN,Grégoire,M.,RN,Rassemblement National,7601
8,ADAM,Damien,M.,ENS,Ensemble ! (Majorité présidentielle),7601
9,FOISSEY,Valérie,Mme,EXG,Extrême gauche,7601
10,DUVERGER,Marie-Hélène,Mme,EXG,Extrême gauche,7601
1,GARAULT,Jean-Claude,M.,EXG,Extrême gauche,7602
2,MAZIER,Frédéric,M.,REC,Reconquête !,7602
3,ACCARD,Marie-Françoise,Mme,DSV,Droite souverainiste,7602
4,DECORDE,Vincent,M.,UG,Union de la gauche,7602
5,VIDAL,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),7602
6,PETIOT,Soren,M.,DVG,Divers gauche,7602
7,LANCELOT,Vanessa,Mme,RN,Rassemblement National,7602
8,HADDAD,Jonas,M.,LR,Les Républicains,7602
1,LE MANACH,Pascal,M.,EXG,Extrême gauche,7603
2,OSSIBI,Letycia,Mme,HOR,Horizons,7603
3,DANIEL,Pauline,Mme,RN,Rassemblement National,7603
4,VANHESE,Anthony,M.,REC,Reconquête !,7603
5,BÉNARD,Edouard,M.,UG,Union de la gauche,7603
6,COPPEIN,Alexis,M.,DVD,Divers droite,7603
1,PENNELLE,Guillaume,M.,RN,Rassemblement National,7604
2,BONNATERRE,Laurent,M.,HOR,Horizons,7604
3,DUFOUR,Alma,Mme,UG,Union de la gauche,7604
4,LOSFELD,Ingrid,Mme,REC,Reconquête !,7604
5,PODGUSZER,Frédéric,M.,EXG,Extrême gauche,7604
1,LESEUL,Gérard,M.,UG,Union de la gauche,7605
2,MONTIER,Jean-Cyril,M.,RN,Rassemblement National,7605
3,DELALANDRE,Jean,M.,HOR,Horizons,7605
4,SULKOWSKI,Simon,M.,EXG,Extrême gauche,7605
5,BLED,Jean-Marc,M.,REC,Reconquête !,7605
1,JUMEL,Sébastien,M.,UG,Union de la gauche,7606
2,MOISAN,Éric,M.,EXG,Extrême gauche,7606
3,ACCARD,Stéphane,M.,LR,Les Républicains,7606
4,CLELAND,Olivier,M.,REC,Reconquête !,7606
5,MARTIN,Patrice,M.,RN,Rassemblement National,7606
1,FIRMIN LE BODO,Agnès,Mme,HOR,Horizons,7607
2,MARTIN PÉRÉON,Florence,Mme,UG,Union de la gauche,7607
3,DUCOEURJOLY,Isabelle,Mme,REC,Reconquête !,7607
4,DE LA BROSSE,Véronique,Mme,DSV,Droite souverainiste,7607
5,FORESTIER,Jacques,M.,LR,Les Républicains,7607
6,THOMAS,Anaïs,Mme,RN,Rassemblement National,7607
7,MACÉ,Jean-Paul,M.,EXG,Extrême gauche,7607
8,OMONT,Catherine,Mme,DVG,Divers gauche,7607
1,NAOUS,Benoit,M.,LR,Les Républicains,7608
2,CAUCHOIS,Magali,Mme,EXG,Extrême gauche,7608
3,DEBONS,Régis,M.,HOR,Horizons,7608
4,LE COZ,Isabelle,Mme,RN,Rassemblement National,7608
5,LECOQ,Jean-Paul,M.,UG,Union de la gauche,7608
1,POTIER,Douglas,M.,RN,Rassemblement National,7609
2,DE CASTET,Aude,Mme,DVC,Divers centre,7609
3,PINATO,René,M.,EXG,Extrême gauche,7609
4,POUSSIER-WINSBACK,Marie-Agnès,Mme,HOR,Horizons,7609
5,MOREL,Solène,Mme,DVG,Divers gauche,7609
6,BUCOURT,Patrick,M.,DSV,Droite souverainiste,7609
7,ROUXEL,Christiane,Mme,UG,Union de la gauche,7609
8,ROS,Christophe,M.,REC,Reconquête !,7609
1,DUMAS,Nicolas,M.,REC,Reconquête !,7610
2,LECUYER,Rémy,M.,DSV,Droite souverainiste,7610
3,BARRÉ,Handy,M.,UG,Union de la gauche,7610
4,LE BOURGEOIS,Robert,M.,RN,Rassemblement National,7610
5,BATUT,Xavier,M.,HOR,Horizons,7610
6,RIVIÈRE,Alain,M.,EXG,Extrême gauche,7610
7,ROUSSEAU,Jean Nicolas,M.,DVD,Divers droite,7610
1,GUERRIER,Jean-Louis,M.,EXG,Extrême gauche,7701
2,AICHI,Hicham,M.,DVG,Divers gauche,7701
3,SAINT-MARTIN,Arnaud,M.,UG,Union de la gauche,7701
4,DJOLEGBEHOU,Henri Komivi,M.,DVD,Divers droite,7701
5,LAPEYRONIE,Brigitte,Mme,REC,Reconquête !,7701
6,LUQUET,Aude,Mme,ENS,Ensemble ! (Majorité présidentielle),7701
7,MEIMOUNI,Victoria,Mme,DSV,Droite souverainiste,7701
8,MICHEL,Théo,M.,UXD,Union de l'extrême droite,7701
1,FAURY,Stephanie,Mme,EXG,Extrême gauche,7702
2,LAPKOFF,Valérian,M.,DIV,Divers,7702
3,DIMITROVA,Ivanka,Mme,RN,Rassemblement National,7702
4,BROCH,Élodie,Mme,EXG,Extrême gauche,7702
5,BALASTRE,Sophie,Mme,DSV,Droite souverainiste,7702
6,ROUSSELLE,Loïc,M.,ECO,Ecologistes,7702
7,VALLETOUX,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),7702
8,BENAÏSSA WATBOT,Nour,Mme,UG,Union de la gauche,7702
9,CAZAURAN,Guillaume,M.,REC,Reconquête !,7702
1,BRUN,Davy,M.,RN,Rassemblement National,7703
2,VALLÉE-HANS,Laura,Mme,UG,Union de la gauche,7703
3,VAN CAUTEREN,Catherine,Mme,EXG,Extrême gauche,7703
4,THIERIOT,Jean-Louis,M.,LR,Les Républicains,7703
1,GAUDEY,Jean-Yves,M.,EXG,Extrême gauche,7704
2,FAUVEAU,Nicolas,M.,REC,Reconquête !,7704
3,GARNIER,Mathieu,M.,UG,Union de la gauche,7704
4,PERIGAULT,Isabelle,Mme,LR,Les Républicains,7704
5,LIMONGI,Julien,M.,RN,Rassemblement National,7704
1,DURAND,Michèle,Mme,DSV,Droite souverainiste,7705
2,LARREGAIN-FELLER,Rudolf,M.,DIV,Divers,7705
3,FONTANA,Philippe,M.,UXD,Union de l'extrême droite,7705
4,QUENOT,Pascal,M.,EXG,Extrême gauche,7705
5,RIESTER,Franck,M.,ENS,Ensemble ! (Majorité présidentielle),7705
6,CAENBERGS,Laurie,Mme,UG,Union de la gauche,7705
1,SARAZIN,Régis,M.,DVD,Divers droite,7706
2,RIEUPET,Annie,Mme,EXG,Extrême gauche,7706
3,BENTOUNSI,Amal,Mme,UG,Union de la gauche,7706
4,ROULLAUD,Béatrice,Mme,RN,Rassemblement National,7706
1,CARLINO,Yannick,M.,REC,Reconquête !,7707
2,KOKOUENDO,Rodrigue,M.,DVC,Divers centre,7707
3,FRIJA,Gabrielle,Mme,EXG,Extrême gauche,7707
4,SOUDAIS,Ersilia,Mme,UG,Union de la gauche,7707
5,LOURO,Maria,Mme,UDI,Union des Démocrates et Indépendants,7707
6,YU-YUENG,Mathilde,Mme,DSV,Droite souverainiste,7707
7,ROBACHE,Christian,M.,ENS,Ensemble ! (Majorité présidentielle),7707
8,LAFFITE,Agnès,Mme,RN,Rassemblement National,7707
9,MOGHIR,Naïma,Mme,DVC,Divers centre,7707
1,BONNET,Arnaud,M.,UG,Union de la gauche,7708
2,GHOMI,Hadrien,M.,ENS,Ensemble ! (Majorité présidentielle),7708
3,RENAULT,Frédéric,M.,EXG,Extrême gauche,7708
4,SAUVAGE,Henriette,Mme,DSV,Droite souverainiste,7708
5,DUCHAUSSOY,Bernard,M.,ECO,Ecologistes,7708
6,MOURGERES,Manon,Mme,RN,Rassemblement National,7708
7,MOSKOWICZ,Jean-Marc,M.,REC,Reconquête !,7708
1,CHEVALLIER,Marie-Pierre,Mme,REG,Régionaliste,7709
2,VALCIN,Kamal,M.,REG,Régionaliste,7709
3,THIÉBAULT-MARTINEZ,Céline,Mme,UG,Union de la gauche,7709
4,VANACKER,Morgann,M.,RN,Rassemblement National,7709
5,WOODS,Florence,Mme,EXG,Extrême gauche,7709
6,DENION,Franck,M.,DVD,Divers droite,7709
7,PEYRON,Michèle,Mme,ENS,Ensemble ! (Majorité présidentielle),7709
8,DELALANDRE,Bruno-Charles,M.,REC,Reconquête !,7709
1,LAISNEY,Maxime,M.,UG,Union de la gauche,7710
2,COLAS,Michel,M.,LR,Les Républicains,7710
3,SANGARÉ,Joël,M.,UDI,Union des Démocrates et Indépendants,7710
4,CAYARD,Sylvain,M.,EXG,Extrême gauche,7710
5,BRACH,Pryscillia,Mme,RN,Rassemblement National,7710
6,DO,Stéphanie,Mme,ENS,Ensemble ! (Majorité présidentielle),7710
7,DERVAUX,Philippe,M.,REC,Reconquête !,7710
1,IANZ,Thomas,M.,UDI,Union des Démocrates et Indépendants,7711
2,MAHÉ,Dominique,Mme,DSV,Droite souverainiste,7711
3,CREANTOR,Flore,Mme,REG,Régionaliste,7711
4,PAUL-PETIT,Vincent,M.,DVD,Divers droite,7711
5,FAURE,Olivier,M.,UG,Union de la gauche,7711
6,DE LA TORRE,Anne,Mme,EXG,Extrême gauche,7711
1,RODWELL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),7801
2,CARLIER,Guillaume,M.,DIV,Divers,7801
3,LEROUX,Jean-Loup,M.,EXG,Extrême gauche,7801
4,CLEMENT,Sabine,Mme,REC,Reconquête !,7801
5,POULAIN,Arnaud,M.,LR,Les Républicains,7801
6,RAMAGE,Sébastien,M.,UG,Union de la gauche,7801
7,JACQMIN,Anne,Mme,RN,Rassemblement National,7801
1,THEVENOT,Pascal,M.,DVD,Divers droite,7802
2,BARROT,Jean-Noël,M.,ENS,Ensemble ! (Majorité présidentielle),7802
3,LOIRE,Philippe,M.,REC,Reconquête !,7802
4,CARRIVE-BÉDOUANI,Maïté,Mme,UG,Union de la gauche,7802
5,SAULNIER,Marielle,Mme,EXG,Extrême gauche,7802
6,BRAULT,Gaetan,M.,RN,Rassemblement National,7802
7,HUGON,Bertrand,M.,DIV,Divers,7802
1,PIRON,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),7803
2,BIZET,Jérémy,M.,ECO,Ecologistes,7803
3,LE COQ,Olivier,M.,REC,Reconquête !,7803
4,NASROU,Othman,M.,LR,Les Républicains,7803
5,AUGUSTIN,Olivier,M.,EXG,Extrême gauche,7803
6,CIANO,Thomas,M.,UG,Union de la gauche,7803
7,SALVINO,Valentin,M.,UXD,Union de l'extrême droite,7803
1,LEBEC,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),7804
2,MOURTOUX,Jean-François,M.,UXD,Union de l'extrême droite,7804
3,BARDY,Manon,Mme,REC,Reconquête !,7804
4,HO MASSAT,Anne-Sophie,Mme,LR,Les Républicains,7804
5,MAUREL,Franck,M.,EXG,Extrême gauche,7804
6,BOURDON,Céline,Mme,UG,Union de la gauche,7804
7,POGGIA,James,M.,DIV,Divers,7804
1,LÉPICIER,Alain,M.,EXG,Extrême gauche,7805
2,BENYETTOU,Yassine,M.,UG,Union de la gauche,7805
3,LEPAGE,Nathalie,Mme,DVC,Divers centre,7805
4,MYARD,Jacques,M.,DVD,Divers droite,7805
5,LAROSE,Ingrid,Mme,DVC,Divers centre,7805
6,LOOKY,Serilo,M.,DVG,Divers gauche,7805
7,BRAUN-PIVET,Yaël,Mme,ENS,Ensemble ! (Majorité présidentielle),7805
8,GUILLE,Emilienne,Mme,REC,Reconquête !,7805
1,MÜLLBACHER,Leo,M.,DIV,Divers,7806
2,COUEIGNAS,Claire,Mme,DSV,Droite souverainiste,7806
3,ARMÈDE,Ken,M.,EXG,Extrême gauche,7806
4,SAUGER,Mélinda,Mme,UG,Union de la gauche,7806
5,PERRAUDIN,Cécile,Mme,EXG,Extrême gauche,7806
6,LELANDAIS,Sophie,Mme,RN,Rassemblement National,7806
7,PHILIPOT,Marc,M.,DIV,Divers,7806
8,POUZYREFF,Natalia,Mme,ENS,Ensemble ! (Majorité présidentielle),7806
9,SUZÉ,Jean-Luc,M.,ECO,Ecologistes,7806
10,SILD,Anne-Elisabeth,Mme,REC,Reconquête !,7806
11,HERNOT,Patrice,M.,LR,Les Républicains,7806
12,TORREZ,Stéphane,M.,DVD,Divers droite,7806
1,KAYA,Ali,M.,EXG,Extrême gauche,7807
2,DE ROZIERES,Babette,Mme,UXD,Union de l'extrême droite,7807
3,AUBREE,Colette,Mme,REC,Reconquête !,7807
